0    [main] INFO  org.eclipse.jetty.server.Server  – jetty-8.1.10.v20130312
33   [main] INFO  org.eclipse.jetty.deploy.providers.ScanningAppProvider  – Deployment monitor /Users/bvedula/workspace2/test_stash/jetty/contexts at interval 0
38   [main] INFO  org.eclipse.jetty.deploy.DeploymentManager  – Deployable added: /Users/bvedula/workspace2/test_stash/jetty/contexts/solr.xml
144  [main] INFO  org.eclipse.jetty.webapp.WebInfConfiguration  – Extract jar:file:/Users/bvedula/workspace2/test_stash/jetty/webapps/solr.war!/ to /Users/bvedula/workspace2/test_stash/jetty/solr-webapp/webapp
3133 [main] INFO  org.eclipse.jetty.webapp.StandardDescriptorProcessor  – NO JSP Support for /solr, did not find org.apache.jasper.servlet.JspServlet
6613971 [qtp361993357-16] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&q=bod&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=3 status=0 QTime=10 
6869275 [qtp361993357-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&q=bod&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=3 status=0 QTime=8 
6877919 [qtp361993357-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&q=bod&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=3 status=0 QTime=9 
6884267 [qtp361993357-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=4 
6888827 [qtp361993357-20] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=5 
6943605 [qtp361993357-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=6 
6978626 [qtp361993357-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=4 
6996720 [qtp361993357-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=3 
7011894 [qtp361993357-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=5 
7014884 [qtp361993357-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=5 
7196220 [qtp361993357-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=3 
7205463 [qtp361993357-16] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=3 
7225271 [qtp361993357-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=6 
7234200 [qtp361993357-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=5 
9726056 [qtp361993357-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=17 
9759638 [qtp361993357-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=5 
9913891 [qtp361993357-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=6 
9922705 [qtp361993357-16] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=3 
9947203 [qtp361993357-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=22 
9955355 [qtp361993357-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=4 
9966108 [qtp361993357-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=4 
10266978 [qtp361993357-16] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=7 
10274703 [qtp361993357-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=3 
10880156 [qtp361993357-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=5 
11178700 [qtp361993357-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=2 
11195621 [qtp361993357-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=2 
12364373 [qtp361993357-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet.query=pub_date:[2010+TO+*]&facet.query=pub_date:[2005+TO+*]&facet.query=pub_date:[1990+TO+*]&f.subject_topic_facet.facet.limit=21&facet.field=format&facet.field={!ex%3Dpub_date_single}pub_date&facet.field=subject_topic_facet&facet.field=language_facet&facet.field=lc_1letter_facet&facet.field=subject_geo_facet&facet.field=subject_era_facet&qt=search&facet.pivot=format,language_facet&sort=score+desc,+pub_date_sort+desc,+title_sort+asc&rows=10&wt=ruby&facet=true&f.language_facet.facet.limit=11} hits=30 status=0 QTime=4 
